,value
1984-06-30,2203.633333333333
1984-09-30,2232.766666666667
1984-12-31,2282.2333333333336
1985-03-31,2350.9
1985-06-30,2392.5
1985-09-30,2443.2999999999997
1985-12-31,2479.2999999999997
1986-03-31,2516.0333333333333
1986-06-30,2582.5333333333333
1986-09-30,2646.9666666666667
1986-12-31,2705.566666666667
1987-03-31,2748.366666666667
1987-06-30,2771.7333333333336
1987-09-30,2788.9
1987-12-31,2820.0333333333333
1988-03-31,2869.5
1988-06-30,2925.0333333333333
1988-09-30,2952.0333333333333
1988-12-31,2977.9
1989-03-31,2994.533333333333
1989-06-30,3015.1666666666665
1989-09-30,3073.1
1989-12-31,3133.2999999999997
1990-03-31,3178.7000000000003
1990-06-30,3205.2999999999997
1990-09-30,3240.366666666667
1990-12-31,3264.566666666667
1991-03-31,3304.7000000000003
1991-06-30,3342.433333333333
1991-09-30,3355.3333333333335
1991-12-31,3365.933333333333
1992-03-31,3395.0333333333333
1992-06-30,3397.2333333333336
1992-09-30,3401.0
1992-12-31,3425.0
1993-03-31,3415.1
1993-06-30,3430.2000000000003
1993-09-30,3446.633333333333
1993-12-31,3467.1
1994-03-31,3476.9
1994-06-30,3483.866666666667
1994-09-30,3486.6666666666665
1994-12-31,3485.9666666666667
1995-03-31,3491.133333333333
1995-06-30,3524.1
1995-09-30,3586.1666666666665
1995-12-31,3620.933333333333
1996-03-31,3665.5333333333333
1996-06-30,3709.933333333333
1996-09-30,3744.8333333333335
1996-12-31,3795.5
1997-03-31,3847.366666666667
1997-06-30,3890.7333333333336
1997-09-30,3951.4666666666667
1997-12-31,4013.3333333333335
1998-03-31,4086.4666666666667
1998-06-30,4162.900000000001
1998-09-30,4233.400000000001
1998-12-31,4343.366666666667
1999-03-31,4420.466666666667
1999-06-30,4485.166666666667
1999-09-30,4552.3
1999-12-31,4614.599999999999
2000-03-31,4686.733333333334
2000-06-30,4765.7
2000-09-30,4822.0
2000-12-31,4893.866666666667
2001-03-31,5023.366666666667
2001-06-30,5152.133333333334
2001-09-30,5269.633333333334
2001-12-31,5390.599999999999
2002-03-31,5484.366666666666
2002-06-30,5527.900000000001
2002-09-30,5632.2
2002-12-31,5748.2
2003-03-31,5842.900000000001
2003-06-30,5957.666666666667
2003-09-30,6078.633333333334
2003-12-31,6073.099999999999
2004-03-31,6120.599999999999
2004-06-30,6250.833333333333
2004-09-30,6320.366666666666
2004-12-31,6403.533333333333
2005-03-31,6439.333333333333
2005-06-30,6484.166666666667
2005-09-30,6576.633333333334
2005-12-31,6664.133333333334
2006-03-31,6751.366666666666
2006-06-30,6824.133333333334
2006-09-30,6923.7
2006-12-31,7039.666666666667
2007-03-31,7140.266666666666
2007-06-30,7261.033333333333
2007-09-30,7375.5
2007-12-31,7455.2
2008-03-31,7597.166666666667
2008-06-30,7727.2
2008-09-30,7823.133333333334
2008-12-31,8068.866666666666
2009-03-31,8331.566666666666
2009-06-30,8433.199999999999
2009-09-30,8462.699999999999
2009-12-31,8505.699999999999
2010-03-31,8509.5
2010-06-30,8597.300000000001
2010-09-30,8682.033333333333
2010-12-31,8793.533333333333
2011-03-31,8911.266666666666
2011-06-30,9108.333333333334
2011-09-30,9475.566666666668
2011-12-31,9634.933333333332
2012-03-31,9807.1
2012-06-30,9960.233333333334
2012-09-30,10148.733333333334
2012-12-31,10379.466666666667
2013-03-31,10539.800000000001
2013-06-30,10653.566666666666
2013-09-30,10802.0
2013-12-31,11014.0
2014-03-31,11186.733333333332
2014-06-30,11339.533333333333
2014-09-30,11483.133333333333
2014-12-31,11648.300000000001
2015-03-31,11882.833333333334
2015-06-30,11986.800000000001
2015-09-30,12117.633333333333
2015-12-31,12310.033333333333
2016-03-31,12594.733333333332
2016-06-30,12799.233333333332
2016-09-30,12985.5
2016-12-31,13188.800000000001
2017-03-31,13391.366666666667
2017-06-30,13557.033333333333
2017-09-30,13695.300000000001
2017-12-31,13841.766666666668
2018-03-31,13954.1
2018-06-30,14088.5
2018-09-30,14214.433333333334
2018-12-31,14308.733333333332
2019-03-31,14507.833333333334
2019-06-30,14700.633333333333
2019-09-30,14969.4
2019-12-31,15275.866666666667
2020-03-31,15651.166666666666
2020-06-30,17727.5
2020-09-30,18449.7
2020-12-31,18956.766666666666
2021-03-31,19631.333333333332
2021-06-30,20371.7
2021-09-30,20818.399999999998
2021-12-31,21331.533333333333
2022-03-31,21720.833333333332
2022-06-30,21713.600000000002
2022-09-30,21609.333333333332
2022-12-31,21386.433333333334
2023-03-31,21157.0
2023-06-30,20796.8
2023-09-30,20772.233333333334
2023-12-31,20752.36666666667
2024-03-31,20914.600000000002
2024-06-30,21015.466666666667
2024-09-30,21182.933333333334
2024-12-31,21422.63333333333
2025-03-31,21618.100000000002
2025-06-30,21849.333333333332
2025-09-30,22092.166666666668
2025-12-31,22311.266666666666
2026-03-31,22568.199999999997
