,value
1976-06-30,0.8013636363636363
1976-09-30,1.0996875
1976-12-31,1.467377049180328
1977-03-31,1.3322222222222222
1977-06-30,1.2482539682539682
1977-09-30,0.8147619047619047
1977-12-31,0.4548333333333333
1978-03-31,0.4663934426229508
1978-06-30,0.32126984126984126
1978-09-30,0.016666666666666666
1978-12-31,-0.5083606557377048
1979-03-31,-0.6879032258064516
1979-06-30,-0.4762903225806452
1979-09-30,-0.43682539682539684
1979-12-31,-1.1185245901639345
1980-03-31,-1.2779032258064518
1980-06-30,0.250952380952381
1980-09-30,0.58546875
1980-12-31,-0.7972131147540984
1981-03-31,-0.6159016393442623
1981-06-30,-0.9492063492063492
1981-09-30,-1.183125
1981-12-31,0.1714754098360656
1982-03-31,-0.23442622950819672
1982-06-30,-0.21714285714285714
1982-09-30,0.48265625
1982-12-31,0.7873770491803279
1983-03-31,1.0152380952380953
1983-06-30,0.793968253968254
1983-09-30,0.7784375
1983-12-31,0.9956666666666667
1984-03-31,1.0298387096774193
1984-06-30,0.8473015873015873
1984-09-30,0.3603174603174603
1984-12-31,0.9219672131147542
1985-03-31,1.3114999999999999
1985-06-30,1.4219047619047618
1985-09-30,1.4395238095238094
1985-12-31,1.2316129032258065
1986-03-31,0.7893333333333333
1986-06-30,0.62015625
1986-09-30,0.85578125
1986-12-31,0.988225806451613
1987-03-31,0.8442622950819673
1987-06-30,0.8926984126984128
1987-09-30,1.0296875
1987-12-31,1.1390322580645162
1988-03-31,1.0593548387096776
1988-06-30,1.0355555555555556
1988-09-30,0.6384375
1988-12-31,0.24786885245901638
1989-03-31,-0.2067213114754098
1989-06-30,-0.18515625
1989-09-30,0.02158730158730159
1989-12-31,0.055322580645161296
1990-03-31,0.05903225806451613
1990-06-30,0.10301587301587302
1990-09-30,0.6025396825396826
1990-12-31,0.8001612903225807
1991-03-31,0.9871666666666666
1991-06-30,1.23140625
1991-09-30,1.42890625
1991-12-31,1.8412903225806452
1992-03-31,2.0130645161290324
1992-06-30,2.172857142857143
1992-09-30,2.46796875
1992-12-31,2.295645161290323
1993-03-31,2.1250819672131147
1993-06-30,1.9923809523809524
1993-09-30,1.64140625
1993-12-31,1.530967741935484
1994-03-31,1.5306451612903227
1994-06-30,1.262741935483871
1994-09-30,1.0948437500000001
1994-12-31,0.6745901639344262
1995-03-31,0.35677419354838713
1995-06-30,0.46841269841269845
1995-09-30,0.46761904761904766
1995-12-31,0.3954838709677419
1996-03-31,0.6403225806451613
1996-06-30,0.60328125
1996-09-30,0.6
1996-12-31,0.550483870967742
1997-03-31,0.5223333333333333
1997-06-30,0.42375
1997-09-30,0.3384375
1997-12-31,0.1717741935483871
1998-03-31,0.14131147540983607
1998-06-30,0.03492063492063492
1998-09-30,0.07125000000000001
1998-12-31,0.2856451612903226
1999-03-31,0.13918032786885245
1999-06-30,0.25703125
1999-09-30,0.250625
1999-12-31,0.19661290322580643
2000-03-31,-0.05793650793650793
2000-06-30,-0.3877777777777778
2000-09-30,-0.3271428571428571
2000-12-31,-0.14838709677419357
2001-03-31,0.46403225806451615
2001-06-30,1.0844444444444443
2001-09-30,1.3195081967213114
2001-12-31,1.895
2002-03-31,1.8786666666666667
2002-06-30,1.8721875
2002-09-30,2.03359375
2002-12-31,2.1151612903225807
2003-03-31,2.270983606557377
2003-06-30,2.199047619047619
2003-09-30,2.549375
2003-12-31,2.4288709677419353
2004-03-31,2.323387096774194
2004-06-30,2.14241935483871
2004-09-30,1.74484375
2004-12-31,1.3533870967741934
2005-03-31,0.848688524590164
2005-06-30,0.51265625
2005-09-30,0.2571875
2005-12-31,0.12360655737704918
2006-03-31,-0.027580645161290322
2006-06-30,0.07476190476190477
2006-09-30,-0.035555555555555556
2006-12-31,-0.10693548387096774
2007-03-31,-0.0814516129032258
2007-06-30,0.04234375
2007-09-30,0.3476190476190476
2007-12-31,0.7769354838709678
2008-03-31,1.6359016393442625
2008-06-30,1.46515625
2008-09-30,1.5021875
2008-12-31,2.0191935483870966
2009-03-31,1.8319672131147542
2009-06-30,2.303174603174603
2009-09-30,2.4878125
2009-12-31,2.586129032258065
2010-03-31,2.8001639344262297
2010-06-30,2.6193750000000002
2010-09-30,2.24578125
2010-12-31,2.391290322580645
2011-03-31,2.763709677419355
