date,hpi_actual,hpi_forecast,hpi_lower_90,hpi_upper_90,hpi_lower_50,hpi_upper_50
2025-03-31,,668.1158447265625,657.4437546703265,678.7879347827985,663.7396405232488,672.4920489298762
2025-06-30,,666.9963989257812,651.9037844293852,682.0890134221773,660.8075115897409,673.1852862618216
2025-09-30,,666.5484619140625,648.063859713711,685.033064114414,658.9686538896268,674.1282699384982
2025-12-31,,665.7510986328125,644.4069185203405,687.0952787452845,656.9986902261852,674.5035070394398
2026-03-31,,664.068359375,640.2048405472567,687.9318782027433,654.2828692929704,673.8538494570296
2026-06-30,,663.6807861328125,637.539611006004,689.821961259621,652.961318824471,674.400253441154
2026-09-30,,663.4561767578125,635.2204804997266,691.6918730158984,651.877828749409,675.034524766216
2026-12-31,,663.2606811523438,633.0754521595517,693.4459101451358,650.8829064802632,675.6384558244243
2027-03-31,,663.1044921875,631.0882220187918,695.1207623562082,649.975879577559,676.233104797441
2027-06-30,,663.0350952148438,629.2869832427034,696.7832071869841,649.19632242637,676.8738680033175
2027-09-30,,662.992431640625,627.5971131952072,698.3877500860428,648.4782042922575,677.5066589889925
2027-12-31,,662.962646484375,625.9934420836721,699.9318508850779,647.8030304355035,678.1222625332465
2028-03-31,,662.9434814453125,624.4647135311841,701.4222493594409,647.1648527983641,678.7221100922609
2028-06-30,,662.9326171875,623.0013125962677,702.8639217787323,646.5583604041403,679.3068739708597
2028-09-30,,662.9259033203125,621.5930762632845,704.2587303773405,645.9769373212758,679.8748693193492
2028-12-31,,662.921630859375,620.2332706344308,705.6099910843192,645.4168140461204,680.4264476726296
2029-03-31,,662.9189453125,618.9167907645349,706.9210998604651,644.8753931429658,680.9624974820342
2029-06-30,,662.9172973632812,617.6394538740931,708.1951408524694,644.3506353551603,681.4839593714022
2029-09-30,,662.9163208007812,616.397758729283,709.4348828722794,643.8408889222392,681.9917526793233
2029-12-31,,662.9156494140625,615.1886117585758,710.6426870695492,643.3446692500032,682.4866295781218
2030-03-31,,662.915283203125,614.0096226970378,711.8209437092122,642.8609961848563,682.9695702213937
2030-06-30,,662.9151000976562,612.8585607076318,712.9716394876807,642.3888829342284,683.4413172610841
2030-09-30,,662.9149169921875,611.7333710808584,714.0964629035166,641.9273789214823,683.9024550628927
2030-12-31,,662.9148559570312,610.6325057034142,715.1972062106483,641.4759213403485,684.353790573714
2031-03-31,,662.914794921875,609.5543446406948,716.2752452030552,641.0337739053067,684.7958159384433
2031-06-30,,662.914794921875,608.4975994743079,717.3319903694421,640.6004442937119,685.2291455500381
2031-09-30,,662.9147338867188,607.4609272856645,718.368540487773,640.1753098134116,685.6541579600259
2031-12-31,,662.9146728515625,606.4432803353907,719.3860653677343,639.7579768347556,686.0713688683694
2032-03-31,,662.9147338867188,605.4437700973064,720.3856976761311,639.3481530222,686.4813147512375
2032-06-30,,662.9147338867188,604.4612892914481,721.3681784819894,638.9452763026807,686.8841914707568
2032-09-30,,662.9146728515625,603.4949901595388,722.3343555435862,638.5489990438858,687.2803466592392
