date,hpi_actual,hpi_forecast,hpi_lower_90,hpi_upper_90,hpi_lower_50,hpi_upper_50
2025-03-31,,685.9299999999848,673.2243071978274,698.6356928021422,680.7198953294079,691.1401046705618
2025-06-30,,685.9299999999848,667.9614369198606,703.898563080109,678.561799313485,693.2982006864846
2025-09-30,,685.9299999999848,663.92309452134,707.9369054786297,676.9058339978158,694.9541660021539
2025-12-31,,685.9299999999848,660.5186143957401,711.3413856042296,675.5097906588596,696.35020934111
2026-03-31,,685.9299999999848,657.5192071932147,714.340792806755,674.2798517867199,697.5801482132498
2026-06-30,,685.9299999999848,654.8075358062416,717.052464193728,673.167902050619,698.6920979493507
2026-09-30,,685.9299999999848,652.3138966107989,719.5461033891708,672.1453587370655,699.7146412629041
2026-12-31,,685.9299999999848,649.9928738397861,721.8671261601836,671.1935986270056,700.6664013729641
2027-03-31,,685.2814001319683,647.1643217256207,723.398478538316,669.6510861202886,700.911714143648
2027-06-30,,684.6328002639519,644.4538717588604,724.8117287690435,668.157002657102,701.1085978708019
2027-09-30,,683.9842003959354,641.8441846698009,726.1242161220699,666.7042380852113,701.2641627066596
2027-12-31,,683.335600527919,639.3217895706698,727.3494114851683,665.2872685235975,701.3839325322406
2028-03-31,,682.6870006599025,636.8759737715858,728.4980275482193,663.9017011196667,701.4723002001384
2028-06-30,,682.0384007918861,634.4980514647757,729.5787501189966,662.543974165423,701.5328274183493
2028-09-30,,681.3898009238696,632.1808642992555,730.5987375484838,661.2111523027969,701.5684495449424
2028-12-31,,680.7412010558533,629.9184298473989,731.5639722643076,659.9007823736173,701.5816197380892
2029-03-31,,680.0926011878369,627.7056877180731,732.4795146576006,658.6107893105985,701.5744130650752
2029-06-30,,679.4440013198204,625.5383120795359,733.3496905601048,657.3393992603571,701.5486033792836
2029-09-30,,678.795401451804,623.4125705197207,734.1782323838872,656.0850817075689,701.5057211960391
2029-12-31,,678.1468015837875,621.3252159702785,734.9683871972965,654.8465051572705,701.4470980103044
2030-03-31,,678.1468015837875,619.9220025612495,736.3716006063254,654.2711025523092,702.0225006152657
2030-06-30,,678.1468015837875,618.5518198252825,737.7417833422925,653.7092445266694,702.5843586409055
2030-09-30,,678.1468015837875,617.2124395178878,739.0811636496871,653.1600173649636,703.1335858026114
2030-12-31,,678.1468015837875,615.9018731963296,740.3917299712454,652.6226056850675,703.6709974825075
2031-03-31,,678.1468015837875,614.6183375732247,741.6752655943502,652.0962782309947,704.1973249365802
2031-06-30,,678.1468015837875,613.3602260521005,742.9333771154744,651.5803762007487,704.7132269668263
2031-09-30,,678.1468015837875,612.1260851479249,744.1675180196501,651.0743035773098,705.2192995902651
2031-12-31,,678.1468015837875,610.9145948054421,745.3790083621328,650.5775190579598,705.7160841096152
2032-03-31,,678.1468015837875,609.7245518555902,746.5690513119847,650.089529270409,706.2040738971659
2032-06-30,,678.1468015837875,608.5548560193085,747.7387471482664,649.6098830335087,706.6837201340662
2032-09-30,,678.1468015837875,607.4044979951213,748.8891051724536,649.1381664724381,707.1554366951368
2032-12-31,,678.1468015837875,606.2725492634147,750.0210539041602,648.6739988378391,707.6196043297358
2033-03-31,,678.1468015837875,605.1581533143873,751.1354498531877,648.2170289087445,708.0765742588304
2033-06-30,,678.1468015837875,604.0605180639899,752.233085103585,647.7669318826529,708.526671284922
2033-09-30,,678.1468015837875,602.9789092669382,753.3146939006367,647.3234066744644,708.9701964931105
2033-12-31,,678.1468015837875,601.9126447711157,754.3809583964593,646.8861735604376,709.4074296071374
2034-03-31,,678.1468015837875,600.8610894856212,755.4325136819538,646.4549721147837,709.8386310527912
2034-06-30,,678.1468015837875,599.8236509570268,756.4699522105482,646.0295593956639,710.264043771911
2034-09-30,,678.1468015837875,598.7997754663339,757.493827701241,645.6097083447048,710.6838948228701
2034-12-31,,678.1468015837875,597.7889445736265,758.5046585939484,645.1952063700968,711.0983967974781
2035-03-31,,678.1468015837875,596.7906720492092,759.5029311183657,644.7858540881738,711.5077490794012
2035-06-30,,678.1468015837875,595.8045011396738,760.4891020279011,644.3814642023358,711.9121389652391
2035-09-30,,678.1468015837875,594.8300021252732,761.4636010423018,643.9818605014232,712.3117426661518
2035-12-31,,678.1468015837875,593.8667701315395,762.4268330360354,643.5868769623478,712.7067262052271
2036-03-31,,678.1468015837875,592.9144231635328,763.3791800040422,643.1963569440155,713.0972462235594
2036-06-30,,678.1468015837875,591.9726003356465,764.3210028319285,642.8101524614395,713.4834507061354
2036-09-30,,678.1468015837875,591.0409602737082,765.2526428938668,642.4281235305042,713.8654796370707
2036-12-31,,678.1468015837875,590.1191796693092,766.1744234982657,642.0501375751527,714.2434655924222
2037-03-31,,678.1468015837875,589.206951969006,767.0866511985689,641.6760688898802,714.6175342776947
2037-06-30,,678.1468015837875,588.3039861833252,767.9896169842498,641.3057981513537,714.9878050162213
2037-09-30,,678.1468015837875,587.4100058024554,768.8835973651195,640.9392119737795,715.3543911937954
2037-12-31,,678.1468015837875,586.5247478071734,769.7688553604015,640.5762025033238,715.7174006642512
2038-03-31,,678.1468015837875,585.6479617649749,770.6456414026001,640.2166670474704,716.0769361201045
2038-06-30,,678.1468015837875,584.7794090026086,771.5141941649663,639.8605077357107,716.4330954318642
2038-09-30,,678.1468015837875,583.9188618472657,772.3747413203092,639.5076312083842,716.7859719591908
2038-12-31,,678.1468015837875,583.0661029295854,773.2275002379895,639.157948330869,717.135654836706
2039-03-31,,678.1468015837875,582.2209245424344,774.0726786251405,638.8113739306427,717.4822292369322
2039-06-30,,678.1468015837875,581.3831280500982,774.9104751174767,638.467826555015,717.8257766125599
2039-09-30,,678.1468015837875,580.5525233431242,775.7410798244507,638.1272282475796,718.1663749199953
2039-12-31,,678.1468015837875,579.7289283345773,776.5646748329976,637.7895043416494,718.5040988259256
2040-03-31,,678.1468015837875,578.9121684939271,777.3814346736478,637.4545832691213,718.8390198984537
2040-06-30,,678.1468015837875,578.1020764151868,778.1915267523881,637.1223963833872,719.1712067841877
2040-09-30,,678.1468015837875,577.2984914162769,778.995111751298,636.792877795049,719.500725372526
2040-12-31,,678.1468015837875,576.5012591668963,779.7923440006787,636.4659642193228,719.8276389482521
2041-03-31,,678.1468015837875,575.7102313424638,780.5833718251112,636.1415948341341,720.1520083334408
2041-06-30,,678.1468015837875,574.9252653019279,781.368337865647,635.8197111480005,720.4738920195745
2041-09-30,,678.1468015837875,574.1462237874653,782.1473793801097,635.5002568768894,720.7933462906856
2041-12-31,,678.1468015837875,573.3729746442771,782.9206285232979,635.1831778293179,721.1104253382571
2042-03-31,,678.1468015837875,572.6053905588628,783.6882126087121,634.868421799029,721.425181368546
2042-06-30,,678.1468015837875,571.8433488143046,784.4502543532703,634.5559384646433,721.7376647029316
2042-09-30,,678.1468015837875,571.0867310612285,785.2068721063464,634.2456792957396,722.0479238718353
2042-12-31,,678.1468015837875,570.3354231032351,785.9581800643398,633.9375974648678,722.3560057027071
2043-03-31,,678.1468015837875,569.5893146956944,786.7042884718805,633.6316477650431,722.6619554025318
2043-06-30,,678.1468015837875,568.8482993569038,787.4453038106711,633.3277865323091,722.9658166352658
2043-09-30,,678.1468015837875,568.1122741906927,788.1813289768822,633.0259715729952,723.2676315945797
2043-12-31,,678.1468015837875,567.381139719637,788.912463447938,632.726162095324,723.567441072251
2044-03-31,,678.1468015837875,566.6547997281166,789.6388034394583,632.4283186450554,723.8652845225196
2044-06-30,,678.1468015837875,565.9331611145177,790.3604420530572,632.1324030448811,724.1612001226938
2044-09-30,,678.1468015837875,565.2161337519352,791.0774694156397,631.8383783373037,724.4552248302713
2044-12-31,,678.1468015837875,564.5036303567853,791.7899728107897,631.5462087307599,724.7473944368151
2045-03-31,,678.1468015837875,563.7955663647862,792.4980368027888,631.2558595487652,725.0377436188097
2045-06-30,,678.1468015837875,563.0918598138097,793.2017433537652,630.967297181876,725.3263059856989
2045-09-30,,678.1468015837875,562.3924312331412,793.9011719344337,630.6804890422792,725.6131141252957
2045-12-31,,678.1468015837875,561.6972035387269,794.5963996288481,630.3954035208374,725.8981996467376
2046-03-31,,678.1468015837875,561.0061019340168,795.2875012335581,630.1120099464285,726.1815932211464
2046-06-30,,678.1468015837875,560.3190538160422,795.9745493515327,629.8302785474322,726.4633246201428
2046-09-30,,678.1468015837875,559.6359886863941,796.6576144811809,629.5501804152245,726.7434227523504
2046-12-31,,678.1468015837875,558.9568380667924,797.3367651007825,629.2716874695576,727.0219156980173
2047-03-31,,678.1468015837875,558.281535418963,798.0120677486119,628.9947724257032,727.2988307418717
2047-06-30,,678.1468015837875,557.6100160685522,798.6835870990227,628.7194087632539,727.574194404321
2047-09-30,,678.1468015837875,556.9422171328376,799.3513860347373,628.4455706964795,727.8480324710954
2047-12-31,,678.1468015837875,556.2780774520028,800.0155257155722,628.1732331461458,728.1203700214292
2048-03-31,,678.1468015837875,555.6175375237653,800.6760656438096,627.9023717127079,728.391231454867
2048-06-30,,678.1468015837875,554.9605394411595,801.3330637264154,627.632962650798,728.6606405167769
