date,hpi_actual,hpi_forecast,hpi_lower_90,hpi_upper_90,hpi_lower_50,hpi_upper_50
2025-03-31,,675.3478393554688,667.0794867937896,683.616191917148,671.9573133156556,678.7383653952819
2025-06-30,,674.7506103515625,663.0573940203535,686.4438266827715,669.9556824424795,679.5455382606455
2025-09-30,,676.1988525390625,661.8776458073419,690.5200592707831,670.3262891737207,682.0714159044043
2025-12-31,,676.7398681640625,660.2031630407042,693.2765732874208,669.9588160844362,683.5209202436888
2026-03-31,,676.478271484375,657.9896730945259,694.9668698742241,668.8968247798696,684.0597181888804
2026-06-30,,676.6234130859375,656.3701682963894,696.8766578754856,668.3183543287759,684.9284718430991
2026-09-30,,676.3658447265625,654.4898400961556,698.2418493569694,667.3953560115282,685.3363334415968
2026-12-31,,676.61865234375,653.232219681332,700.005085006168,667.0287965255841,686.2085081619159
2027-03-31,,676.7174072265625,651.912349541525,701.5224649116,666.5458291071229,686.8889853460021
2027-06-30,,676.5302124023438,650.3833858101498,702.6770389945377,665.8084276504234,687.2519971542641
2027-09-30,,676.1666259765625,648.7436028950988,703.5896490580262,664.9215232605726,687.4117286925524
2027-12-31,,675.65966796875,647.0172545053089,704.3020814321911,663.9145412380666,687.4047946994334
2028-03-31,,674.9920654296875,645.1800963049393,704.8040345544357,662.7673499423453,687.2167809170297
2028-06-30,,674.1881103515625,643.2507679127044,705.1254527904206,661.5019235496461,686.8742971534789
2028-09-30,,673.3087158203125,641.2855240483577,705.3319075922673,660.1772649332335,686.4401667073915
2028-12-31,,672.3560791015625,639.2826688548458,705.4294893482792,658.7939749423098,685.9181832608152
2029-03-31,,671.1287841796875,637.037493218038,705.220075141337,657.1492871911306,685.1082811682444
2029-06-30,,669.8167724609375,634.7371234673105,704.8964214545645,655.4319887336887,684.2015561881863
2029-09-30,,668.4471435546875,632.4062303087624,704.4880568006126,653.6681831816987,683.2261039276763
2029-12-31,,667.0142822265625,630.0370854468642,703.9914790062608,651.8513888175517,682.1771756355733
2030-03-31,,665.4925537109375,627.6022022244607,703.3829051974143,649.9552114877748,681.0298959341002
2030-06-30,,664.515869140625,625.7338579775486,703.2978803037014,648.6128923693935,680.4188459118565
2030-09-30,,663.7540283203125,624.1004024591481,703.4076541814769,647.4936366579639,680.0144199826611
2030-12-31,,663.0958862304688,622.5893966513725,703.602375809565,646.4857687161455,679.706003744792
2031-03-31,,662.4978637695312,621.1561009611354,703.8396265779271,645.5452335704654,679.4504939685971
2031-06-30,,661.9485473632812,619.7880563060144,704.1090384205481,644.6601889249295,679.236905801633
2031-09-30,,661.470947265625,618.5073270704632,704.4345674607868,643.8532571695998,679.0886373616502
2031-12-31,,661.1412963867188,617.389287125905,704.8933056475325,643.2003189566501,679.0822738167874
2032-03-31,,661.0652465820312,616.5388053538962,705.5916878101663,642.8067050747562,679.3237880893063
2032-06-30,,661.053955078125,615.7663229637519,706.3415871924981,642.4832791399816,679.6246310162684
2032-09-30,,661.058349609375,615.0221108771434,707.0945883416066,642.180699553656,679.935999665094
2032-12-31,,661.0658569335938,614.2929916087578,707.8387222584297,641.886145297262,680.2455685699255
2033-03-31,,661.0731811523438,613.5751118781146,708.5712504265729,641.5960919119185,680.550270392769
2033-06-30,,661.0796508789062,612.8672848421342,709.2920169156783,641.3096566425353,680.8496451152772
2033-09-30,,661.0848999023438,612.1686664726537,710.0011333320338,641.0262773441323,681.1435224605552
2033-12-31,,661.08837890625,611.4782635361751,710.6984942763249,640.745222667371,681.431535145129
2034-03-31,,661.08984375,610.7954186005227,711.3842688994773,640.466078997024,681.713608502976
2034-06-30,,661.0902099609375,610.1206616482381,712.0597582736369,640.1896037636823,681.9908161581927
2034-09-30,,661.09033203125,609.4544868335114,712.7261772289886,639.916503699099,682.264160363401
2034-12-31,,661.0902709960938,608.7966178117057,713.3839241804818,639.646701492253,682.5338404999345
2035-03-31,,661.0901489257812,608.1468602344535,714.033437617109,639.3801894626063,682.8001083889562
2035-06-30,,661.090087890625,607.505038935366,714.675136845884,639.1169677953961,683.0632079858539
2035-09-30,,661.090087890625,606.8708742701589,715.3093015110911,638.856921819505,683.323253961745
2035-12-31,,661.090087890625,606.2440417276977,715.9361340535523,638.5998824586452,683.5802933226048
2036-03-31,,661.090087890625,605.6242927210776,716.5558830601724,638.3457477771087,683.8344280041413
2036-06-30,,661.0900268554688,605.0113313653416,717.1687223455959,638.0943604370768,684.0856932738607
2036-09-30,,661.0899658203125,604.404996543099,717.774935097526,637.8456903776878,684.3342412629372
2036-12-31,,661.0899658203125,603.8051388934301,718.3747927471949,637.5997123589457,684.5802192816793
2037-03-31,,661.0899658203125,603.2114978885584,718.9684337520666,637.3562835416203,684.8236480990047
2037-06-30,,661.0899658203125,602.6238841642676,719.5560474763574,637.1153262748978,685.0646053657272
2037-09-30,,661.0899658203125,602.0421177791218,720.1378138615032,636.8767667718759,685.3031648687491
