rank	experiment_id	model_class	champion_eligible	best_trial_id	best_commit	gof_composite	gof_insample	gof_val_near	gof_val_far	rmse_1yr	rmse_3yr	n_params	n_trials	description
1	20260329_xgboost_finalize	XGBoost	True	20260329_xgboost_finalize_001		0.565112281218815	0.8869442992136412	0.29872780640503405	0.038532195277310666	25.552467804469934	110.28341409953147	10	1	XGBoost n_estimators=500 learning_rate=0.1 max_depth=2 subsample=0.8 colsample_bytree=0.8 lags=[1, 4, 8] with no exogenous variables
