experiment_id	trial_id	accepted_commit	model_class	champion_eligible	gof_composite	gof_insample	gof_val_near	gof_val_far	gof_diag	rmse	mae	theil_u	n_params	status	description	artifact_dir	error_summary
20260329_xgboost_finalize	20260329_xgboost_finalize_001		XGBoost	True	0.565112281218815	0.8869442992136412	0.29872780640503405	0.038532195277310666	1.0	25.552467804469934	20.788239532470698	0.701272193594966	10	ok	XGBoost n_estimators=500 learning_rate=0.1 max_depth=2 subsample=0.8 colsample_bytree=0.8 lags=[1, 4, 8] with no exogenous variables	/Users/duc/projects/claude/github/fanniemae-cc-poc/auto-research-hpf/experiments/20260329_xgboost_finalize/runs/20260329_xgboost_finalize_001	
