experiment_id	trial_id	accepted_commit	model_class	champion_eligible	gof_composite	gof_insample	gof_val_near	gof_val_far	gof_diag	rmse	mae	theil_u	n_params	status	description	artifact_dir	error_summary
20260329_residual_hybrid_learned_vecm_xgboost	20260329_residual_hybrid_learned_vecm_xgboost_001		Residual Hybrid	True	0.5454610898544491	0.9728818159675514	0.1763977305646336	0.047127718465378554	0.875	30.009845913825842	20.20769356959005	0.8236022694353664	20	ok	VECM + XGBoost learned residual correction	/Users/duc/projects/claude/github/fanniemae-cc-poc/auto-research-hpf/experiments/20260329_residual_hybrid_learned_vecm_xgboost/runs/20260329_residual_hybrid_learned_vecm_xgboost_001	
