date,hpi_actual,hpi_forecast,hpi_lower_90,hpi_upper_90,hpi_lower_50,hpi_upper_50
2025-03-31,,638.6188127083476,626.0901987442501,651.1474266724451,633.4813211015053,643.7563043151899
2025-06-30,,625.9829361316331,608.2648003458694,643.7010719173968,618.7174258246588,633.2484464386074
2025-09-30,,613.2130432817207,591.5128473474869,634.9132392159546,604.3146467952112,622.1114397682303
2025-12-31,,606.9854762392122,581.928248311017,632.0427041674074,596.7104930255276,617.2604594528967
2026-03-31,,611.2369665887508,583.2221341011755,639.251799076326,599.7491861220168,622.7247470554847
2026-06-30,,599.3981680254553,568.7094566291082,630.0868794218025,586.8139350308604,611.9824010200502
2026-09-30,,586.7254578353358,553.5778610140025,619.8730546566691,573.1329326809494,600.3179829897222
2026-12-31,,576.7102729924641,541.2740014209367,612.1465445639915,562.1792523785155,591.2412936064127
2027-03-31,,609.3532989123876,571.7674570200949,646.9391408046803,593.9408240918607,624.7657737329145
2027-06-30,,632.2396237531308,592.6206677015915,671.8585798046701,615.9934488155109,648.4857986907507
2027-09-30,,641.7544829022786,600.2017712401598,683.3071945643974,624.7153508787826,658.7936149257746
2027-12-31,,641.5255692404578,598.12517737199,684.9259611089255,623.7287762674388,659.3223622134768
2028-03-31,,649.9498555653091,604.7772955072612,695.122415623357,631.4263661495734,668.4733449810449
2028-06-30,,654.962412647892,608.0846316630873,701.8401936326968,635.7396792276614,674.1851460681227
2028-09-30,,655.0525407077306,606.529427473719,703.5756539417422,635.15512127315,674.9499601423112
2028-12-31,,654.9355472541184,604.8210913977282,705.0500031105087,634.3855808267492,675.4855136814876
2029-03-31,,649.3224739150679,597.6656751985053,700.9792726316306,628.1400533693329,670.5048944608029
2029-06-30,,638.2253792115932,585.0709718543021,691.3797865688844,616.4288482906702,660.0219101325163
2029-09-30,,631.1266106699265,576.5156484977928,685.7375728420603,608.7328039324126,653.5204174074405
2029-12-31,,629.7816957342523,573.7520307591018,685.8113607094027,606.8061348007842,652.7572566677203
2030-03-31,,624.90503731288,567.4917154695222,682.3183591562379,601.3620931423249,648.4479814834352
2030-06-30,,621.1735333571006,562.4091249711535,679.9379417430478,597.0765617584069,645.2705049557943
2030-09-30,,620.220842419877,560.1357206274421,680.305964212312,595.5822982210282,644.8593866187259
2030-12-31,,620.0035219940768,558.6260992013827,681.3809447867709,594.8350560048871,645.1719879832665
2031-03-31,,624.138963062404,561.4958932419162,686.7820328828917,598.4515050281924,649.8264210966155
2031-06-30,,633.1130788425083,569.2294317613039,696.9967259237128,606.9169088883003,659.3092487967164
2031-09-30,,639.8034292927632,574.7028414900615,704.904017095465,613.1082398332346,666.4986187522918
2031-12-31,,641.7605301633675,575.465336520701,708.055723806034,614.5754798545948,668.9455804721403
2032-03-31,,644.9806929737867,577.5120419721546,712.4493439754189,617.3144539756707,672.6469319719027
2032-06-30,,647.0603365559692,578.4382917318646,715.6823813800738,618.9211361353593,675.1995369765791
2032-09-30,,647.0105679396409,577.2541975946839,716.7669382845978,618.406225256726,675.6149106225557
2032-12-31,,646.817783561726,575.9452404186711,717.6903267047808,617.7557423338286,675.8798247896233
2033-03-31,,644.3683434181822,572.3969356271326,716.3397512092318,614.8557010366134,673.8809857997511
2033-06-30,,639.0368729334997,565.9831275997598,712.0906182672396,609.0804065138308,668.9933393531686
