date,hpi_actual,hpi_forecast,hpi_lower_90,hpi_upper_90,hpi_lower_50,hpi_upper_50
2025-03-31,,685.9244965275395,672.9892221192555,4.644608745271846,680.6202494739391,7.336907633426335
2025-06-30,,685.9189933201131,667.6258267336251,4.641232333323028,678.4176855082542,7.335479515829049
2025-09-30,,685.9134901568392,663.5091182909862,4.637858361342088,676.7263388289082,7.334052399116256
2025-12-31,,685.9079870377176,660.0377506861115,4.634486824047744,675.2996210601027,7.332626281122309
2026-03-31,,685.9024839627476,656.9787965360434,4.631117716177823,674.0420178473862,7.331201159689394
2026-06-30,,685.8969809319292,654.212795994398,4.6277510324891695,672.9045434083,7.329777032667497
2026-09-30,,685.8914779452617,651.6687841394694,4.624386767757541,671.8580978208022,7.32835389791436
2026-12-31,,685.8859750027451,649.3005232095967,4.621024916777516,670.8837207982137,7.3269317532954386
2027-03-31,,685.8804721043789,647.0758962150582,4.617665474362404,669.9682424267986,7.325510596683875
2027-06-30,,685.8749692501627,644.9715188762408,4.614308435344142,669.1020737336194,7.324090425960447
2027-09-30,,685.8694664400963,642.9697378794469,4.610953794573209,668.2779757893566,7.322671239013536
2027-12-31,,685.8639636741791,641.0568383005332,4.60760154691853,667.490324643278,7.321253033739084
2028-03-31,,685.858460952411,639.22191333628,4.6042516872673795,666.7346478445471,7.319835808040564
2028-06-30,,685.8529582747914,637.456119756903,4.600904210525299,666.0073191325957,7.318419559828937
2028-09-30,,685.84745564132,635.7521694437404,4.597559111615996,665.3053499367353,7.317004287022608
2028-12-31,,685.8419530519967,634.1039714942737,4.594216385481259,664.6262426175098,7.315589987547405
2029-03-31,,685.8364505068208,632.5063737403351,4.590876027080867,663.9678844734822,7.3141766593365265
2029-06-30,,685.8309480057922,630.9549718776503,4.587538031392499,663.3284694727716,7.312764300330515
2029-09-30,,685.8254455489104,629.445965771231,4.584202393411642,662.706439329548,7.311352908477213
2029-12-31,,685.8199431361751,627.9760494228502,4.580869108151512,662.1004383840235,7.309942481731732
2030-03-31,,685.814440767586,626.5423254366021,4.577538170642952,661.5092785281449,7.3085330180564165
2030-06-30,,685.8089384431426,625.1422376286271,4.574209575934359,660.9319115714924,7.307124515420805
2030-09-30,,685.8034361628446,623.7735172874591,4.570883319091589,660.3674072047637,7.305716971801596
2030-12-31,,685.7979339266917,622.4341398502677,4.567559395197871,659.814935234405,7.304310385182613
2031-03-31,,685.7924317346835,621.1222896289275,4.5642377993537275,659.27375111816,7.3029047535547695
2031-06-30,,685.7869295868197,619.8363308299656,4.560918526676879,658.743184081491,7.301500074916032
2031-09-30,,685.7814274831,618.574783547926,4.557601572302175,658.2226272734022,7.300096347271394
2031-12-31,,685.7759254235239,617.3363037271209,4.554286931381489,657.7115295495419,7.298693568632821
2032-03-31,,685.7704234080911,616.1196663182852,4.550974599083657,657.2093885654101,7.297291737019245
2032-06-30,,685.7649214368013,614.9237510287575,4.54766457059438,656.7157449330678,7.295890850456506
2032-09-30,,685.7594195096541,613.7475301941746,4.544356841116144,656.2301772477962,7.294490906977331
2032-12-31,,685.7539176266491,612.590058397954,4.541051405868144,655.7522978314552,7.293091904621295
2033-03-31,,685.748415787786,611.4504635402379,4.537748260086194,655.2817490702085,7.291693841434792
2033-06-30,,685.7429139930645,610.3279391163483,4.534447399022656,654.8182002482221,7.290296715470998
2033-09-30,,685.7374122424841,609.2217375103759,4.531148817946356,654.3613447976287,7.288900524789844
2033-12-31,,685.7319105360446,608.1311641454062,4.527852512142492,653.9108978997662,7.287505267457972
2034-03-31,,685.7264088737455,607.0555723603213,4.524558476912575,653.4665943843546,7.286110941548711
2034-06-30,,685.7209072555864,605.9943589058296,4.521266707574338,653.0281868825962,7.284717545142047
2034-09-30,,685.7154056815673,604.9469599706351,4.517977199461657,652.5954441976634,7.283325076324584
2034-12-31,,685.7099041516875,603.9128476634128,4.5146899479244835,652.1681498620951,7.281933533189515
2035-03-31,,685.7044026659468,602.8915268882766,4.51140494832875,651.7461008565494,7.280542913836592
2035-06-30,,685.6989012243448,601.8825325612471,4.508122196056309,651.3291064683866,7.279153216372089
2035-09-30,,685.6933998268811,600.8854271233051,4.5048416865048475,650.9169872718697,7.2777644389087754
2035-12-31,,685.6878984735554,599.8997983123008,4.501563415087816,650.5095742145129,7.276376579565884
2036-03-31,,685.6823971643673,598.9252571615284,4.498287377234349,650.1067077963748,7.274989636469084
2036-06-30,,685.6768958993166,597.9614361974043,4.495013568389194,649.7082373309984,7.27360360775044
2036-09-30,,685.6713946784027,597.0079878125636,4.491741984012633,649.3140202782806,7.27221849154839
2036-12-31,,685.6658935016256,596.0645827939478,4.488472619580409,648.9239216409002,7.270834286007711
2037-03-31,,685.6603923689845,595.1309089882077,4.485205470583653,648.5378134170509,7.26945098927949
2037-06-30,,685.6548912804793,594.2066700890865,4.4819405325288155,648.1555741031957,7.268068599521098
2037-09-30,,685.6493902361098,593.2915845334211,4.478677800937585,647.7770882413605,7.266687114896152
2037-12-31,,685.6438892358752,592.3853844941069,4.4754172713468225,647.4022460061879,7.265306533574491
2038-03-31,,685.6383882797754,591.4878149598138,4.472158939308484,647.0309428275654,7.263926853732144
2038-06-30,,685.6328873678102,590.5986328924909,4.468902800389555,646.6630790451513,7.262548073551305
2038-09-30,,685.627386499979,589.7176064547701,4.465648850171976,646.2985595915634,7.261170191220298
2038-12-31,,685.6218856762816,588.8445143003123,4.462397084252574,645.9372937013771,7.259793204933552
2039-03-31,,685.6163848967177,587.9791449209349,4.459147498242987,645.5791946434092,7.25841711289157
2039-06-30,,685.6108841612868,587.1212960450684,4.455900087769602,645.2241794740478,7.257041913300904
2039-09-30,,685.6053834699885,586.2707740826933,4.452654848473476,644.872168809643,7.255667604374117
2039-12-31,,685.5998828228226,585.4273936124398,4.449411776010283,644.5230866161871,7.254294184329771
2040-03-31,,685.5943822197886,584.5909769070047,4.446170866050225,644.176860014706,7.252921651392383
2040-06-30,,685.5888816608863,583.7613534934385,4.442932114277982,643.8334191009508,7.251550003792408
2040-09-30,,685.5833811461151,582.9383597452265,4.439695516392628,643.4926967781258,7.250179239766201
2040-12-31,,685.577880675475,582.1218385033958,4.436461068107583,643.1546286015202,7.248809357556004
2041-03-31,,685.5723802489654,581.3116387241619,4.433228765150528,642.8191526340211,7.247440355409902
2041-06-30,,685.566879866586,580.5076151508813,4.4299986032633525,642.4862093115942,7.24607223158181
2041-09-30,,685.5613795283365,579.7096280082889,4.426770578202071,642.1557413179031,7.244704984331431
2041-12-31,,685.5558792342164,578.9175427171967,4.423544685736782,641.8276934673181,7.2433386119242495
2042-03-31,,685.5503789842254,578.1312296280087,4.420320921651579,641.5020125956411,7.241973112631484
2042-06-30,,685.5448787783632,577.3505637715517,4.4170992817445,641.1786474579312,7.240608484730071
2042-09-30,,685.5393786166296,576.5754246258715,4.413879761827461,640.8575486328774,7.239244726502643
2042-12-31,,685.533878499024,575.8056958977575,4.410662357726186,640.5386684332095,7.237881836237488
