rank	experiment_id	model_class	champion_eligible	best_trial_id	best_commit	gof_composite	gof_insample	gof_val_near	gof_val_far	rmse_1yr	rmse_3yr	n_params	n_trials	description
1	20260331_bvar_full20_300	BVAR	True	20260331_bvar_full20_300_032		-0.09271105910096	0.2796558967273539	-0.2014954307289906	-1.227000113578366	43.77925374958238	255.4439935680466	11	68	BVAR(2) prior=minnesota lambda=0.2 trend=c with per_capita_income
